CustomerID,Age,Gender,Region,AnnualIncome_USD,SpendingScore,ProductCategory,NumPurchasesPerYear,PurchaseAmount_USD,TenureMonths,SatisfactionScore,Churned
CUST00708,18,Female,Central,32900,42.2,Sports,7,317.04,13,3.7,0
CUST00709,18,Male,East,33500,23.5,Sports,1,94.45,3,2.8,0
CUST00710,50,Female,West,43200,10.3,Home & Living,4,237.61,32,1.2,0
CUST00711,28,Female,East,41700,32.3,Groceries,4,313.41,35,3.5,0
CUST00712,66,Female,North,67900,36.8,Electronics,2,668.02,19,2.0,0
CUST00713,28,Female,South,37400,39.5,Fashion,8,413.24,14,2.5,0
CUST00714,37,Male,East,62400,39.6,Home & Living,2,585.62,48,2.8,0
CUST00715,54,Male,South,52600,40.1,Fashion,4,429.84,68,5.0,0
CUST00716,59,Female,North,75500,69.8,Beauty,5,425.62,45,5.0,0
CUST00717,60,Female,East,66500,50.3,Sports,4,331.14,19,3.7,0
CUST00718,50,Other,South,58000,38.2,Sports,7,433.49,64,3.9,0
CUST00719,47,Male,South,65100,42.0,Home & Living,1,475.27,66,4.2,0
CUST00720,42,Female,East,56800,36.5,Home & Living,2,467.17,66,5.0,0
CUST00721,44,Female,North,60500,56.6,Beauty,9,308.79,45,2.2,0
CUST00722,28,Male,Central,50500,34.2,Groceries,4,156.91,67,3.1,0
CUST00723,25,Male,Central,36300,34.5,Home & Living,12,350.14,69,4.9,0
CUST00724,35,Female,West,42200,34.7,Sports,11,330.66,3,4.2,0
CUST00725,33,Female,North,36300,25.1,Fashion,2,208.79,38,4.1,0
CUST00726,30,Female,West,36100,15.6,Electronics,4,407.69,42,3.0,1
CUST00727,43,Male,West,81100,59.5,Fashion,12,595.92,40,4.6,0
CUST00728,46,Female,West,68300,45.9,Groceries,6,132.52,50,4.8,0
CUST00729,36,Male,North,36400,36.2,Electronics,2,469.68,35,4.3,0
CUST00730,53,Male,West,51100,27.0,Fashion,4,351.64,24,1.5,0
CUST00731,21,Male,Central,40200,52.4,Fashion,8,428.6,17,3.6,0
CUST00732,33,Female,East,51000,29.8,Beauty,4,345.06,40,4.2,0
CUST00733,26,Female,West,45000,59.6,Groceries,11,200.97,66,3.6,0
CUST00734,18,Female,East,31000,12.1,Sports,1,167.64,44,3.8,0
CUST00735,34,Male,East,45800,41.9,Beauty,4,221.15,23,3.0,0
CUST00736,34,Female,North,49900,45.0,Electronics,8,670.99,6,2.7,0
CUST00737,53,Male,West,63800,31.8,Sports,6,399.82,66,5.0,0
CUST00738,43,Female,North,34600,31.7,Beauty,2,192.03,21,3.6,0
CUST00739,23,Male,East,35500,49.5,Groceries,11,60.67,35,2.6,0
CUST00740,57,Male,South,58800,10.2,Home & Living,1,420.31,29,2.5,0
CUST00741,50,Male,East,62100,47.3,Home & Living,6,462.81,7,2.6,0
CUST00742,42,Male,North,80600,25.8,Electronics,4,653.74,53,3.4,0
CUST00743,32,Female,West,48500,27.5,Home & Living,3,392.9,37,3.8,0
CUST00744,23,Female,West,34700,53.2,Beauty,7,218.0,23,3.8,0
CUST00745,31,Male,North,52600,35.0,Electronics,11,482.23,8,3.7,0
CUST00746,48,Female,North,63100,28.6,Sports,2,245.08,48,3.2,0
CUST00747,58,Male,North,71100,41.8,Groceries,14,273.24,10,4.0,0
CUST00748,54,Female,Central,69400,69.3,Electronics,13,877.14,24,4.8,0
CUST00749,29,Female,East,61200,26.1,Sports,5,530.06,47,3.7,0
CUST00750,22,Female,East,26500,16.2,Electronics,4,218.8,53,3.0,0
CUST00751,37,Male,North,53700,58.6,Fashion,17,451.72,39,3.8,0
CUST00752,18,Female,West,25000,51.6,Fashion,6,314.47,67,5.0,0
CUST00753,39,Female,Central,56100,40.2,Electronics,3,643.77,66,3.4,0
CUST00754,33,Male,Central,37800,17.2,Home & Living,1,239.92,6,2.8,0
CUST00755,29,Male,West,38900,59.3,Fashion,10,481.87,21,3.6,0
CUST00756,18,Female,North,30600,52.0,Groceries,3,111.68,36,4.0,0
CUST00757,41,Female,North,61600,52.3,Sports,9,383.16,3,1.6,0
CUST00758,29,Female,North,50900,31.9,Beauty,10,162.17,42,4.7,0
CUST00759,21,Female,South,24600,27.4,Fashion,5,101.41,45,4.7,0
CUST00760,18,Female,North,33800,32.9,Electronics,5,406.32,44,3.5,0
CUST00761,35,Male,South,41400,37.6,Home & Living,4,370.17,33,5.0,0
CUST00762,56,Male,South,54300,51.7,Beauty,11,309.59,60,5.0,0
CUST00763,55,Male,Central,62800,50.6,Sports,6,538.32,70,5.0,0
CUST00764,30,Female,West,40700,22.0,Sports,9,328.88,26,4.5,0
CUST00765,28,Male,Central,63600,66.5,Fashion,17,566.98,21,4.5,0
CUST00766,41,Female,West,56700,44.8,Sports,8,307.32,2,3.2,0
CUST00767,23,Female,North,25200,35.9,Sports,6,217.58,47,3.7,0
CUST00768,39,Female,West,46100,52.8,Home & Living,12,451.4,30,2.9,0
CUST00769,44,Male,South,64600,31.6,Home & Living,9,429.92,27,3.1,0
CUST00770,50,Female,West,79300,51.6,Home & Living,6,598.84,71,4.0,0
CUST00771,34,Male,South,32600,22.1,Electronics,2,317.94,20,3.5,0
CUST00772,33,Female,Central,29100,7.8,Sports,1,125.97,50,5.0,0
CUST00773,24,Male,South,55200,50.3,Sports,10,393.93,23,1.8,0
CUST00774,25,Male,South,42800,68.1,Sports,13,469.72,13,4.5,0
CUST00775,32,Female,Central,37400,10.1,Groceries,1,117.63,4,2.3,0
CUST00776,39,Male,North,56000,41.0,Home & Living,5,420.8,14,3.3,0
CUST00777,46,Male,West,33400,32.5,Beauty,1,292.34,20,2.8,0
CUST00778,25,Female,West,39300,37.3,Fashion,4,286.44,13,4.8,0
CUST00779,53,Female,Central,66000,41.3,Beauty,9,252.9,3,2.8,0
CUST00780,32,Female,Central,53500,26.6,Electronics,2,544.0,47,4.3,0
CUST00781,35,Female,Central,38600,34.7,Electronics,5,431.18,3,3.7,0
CUST00782,26,Female,North,40900,27.4,Sports,1,297.96,1,2.2,0
CUST00783,18,Male,Central,25000,3.0,Beauty,1,10.0,24,3.3,0
CUST00784,46,Male,West,59400,55.4,Sports,9,553.83,35,4.7,0
CUST00785,44,Male,West,47300,45.7,Groceries,5,230.91,14,2.6,0
CUST00786,32,Female,North,41500,35.4,Electronics,5,413.46,67,4.8,0
CUST00787,36,Female,West,39600,34.9,Electronics,6,399.24,13,3.1,0
CUST00788,41,Male,Central,58700,55.2,Beauty,7,473.65,47,4.8,0
CUST00789,18,Male,Central,41000,42.0,Electronics,3,500.4,50,5.0,0
CUST00790,29,Female,East,40500,46.0,Groceries,13,127.55,26,1.8,1
CUST00791,45,Male,North,56600,36.1,Groceries,4,53.05,3,2.0,1
CUST00792,20,Female,South,22000,42.5,Groceries,7,112.2,51,3.4,0
CUST00793,39,Female,Central,48500,40.5,Fashion,10,386.85,40,4.9,0
CUST00794,19,Female,West,33700,36.7,Groceries,17,187.4,68,4.5,0
CUST00795,41,Male,East,76400,38.2,Groceries,3,149.08,36,2.6,0
CUST00796,35,Female,North,37700,34.8,Fashion,7,235.44,51,4.4,1
CUST00797,18,Female,East,46500,32.8,Sports,3,350.82,1,2.5,1
CUST00798,49,Female,East,68600,38.1,Home & Living,5,581.71,33,4.4,0
CUST00799,26,Female,Central,42600,27.7,Electronics,2,364.51,7,3.7,0
CUST00800,25,Female,West,55100,32.9,Groceries,2,244.18,52,3.1,0
CUST00801,37,Female,South,52800,65.5,Electronics,11,780.33,11,3.5,0
CUST00802,49,Male,East,63200,58.3,Beauty,5,463.64,27,4.6,0
CUST00803,23,Female,North,37100,58.2,Electronics,13,624.33,14,2.0,0
CUST00804,36,Female,Central,59600,30.0,Sports,5,213.06,46,4.0,0
CUST00805,40,Male,South,61900,45.5,Fashion,9,473.45,10,2.5,1
CUST00806,43,Female,East,48900,20.0,Electronics,2,510.97,24,3.6,0
CUST00807,37,Female,South,37600,22.2,Electronics,3,336.2,61,4.4,0
CUST00808,31,Female,West,42500,24.7,Electronics,5,414.71,18,5.0,0
CUST00809,25,Male,West,32000,46.1,Home & Living,4,375.38,9,3.3,0
CUST00810,36,Male,West,48000,32.6,Home & Living,4,220.73,17,4.5,0
CUST00811,22,Other,South,47800,55.0,Beauty,7,438.04,58,3.4,0
CUST00812,18,Female,South,29200,39.2,Fashion,4,255.5,13,2.9,0
CUST00813,40,Male,North,51600,65.9,Electronics,5,803.43,50,4.6,0
CUST00814,46,Female,West,57600,22.1,Electronics,8,511.95,6,3.5,0
CUST00815,18,Female,North,40900,54.4,Electronics,7,702.79,51,3.8,0
CUST00816,23,Female,East,17300,36.5,Electronics,10,380.36,36,3.4,0
CUST00817,42,Female,Central,48200,23.7,Home & Living,7,336.71,71,5.0,0
CUST00818,60,Male,Central,70900,55.4,Sports,5,462.67,25,3.3,0
CUST00819,35,Male,East,58600,48.4,Sports,5,485.55,11,2.6,0
CUST00820,26,Male,East,35700,30.5,Beauty,13,104.31,44,3.0,0
CUST00821,33,Female,North,29200,16.8,Groceries,8,132.43,14,3.8,1
CUST00822,51,Male,West,66900,35.3,Fashion,6,391.5,29,5.0,0
CUST00823,27,Male,Central,35200,57.1,Sports,10,455.76,50,3.5,0
CUST00824,25,Male,South,28500,29.1,Electronics,3,387.63,5,5.0,0
CUST00825,29,Female,East,37000,42.4,Sports,8,364.73,72,4.2,0
CUST00826,24,Female,Central,36700,25.0,Beauty,2,206.36,69,3.8,0
CUST00827,36,Male,Central,43200,25.0,Groceries,1,33.76,57,3.1,0
CUST00828,54,Male,South,44000,41.6,Sports,3,299.08,26,3.4,0
CUST00829,39,Female,East,59200,27.2,Beauty,5,321.18,6,2.6,0
CUST00830,32,Male,North,56700,39.3,Home & Living,3,480.23,16,2.8,0
CUST00831,31,Male,North,50200,40.9,Groceries,7,257.15,60,2.6,0
CUST00832,18,Male,Central,23100,29.5,Beauty,2,197.24,12,4.7,0
CUST00833,46,Male,Central,55300,36.3,Sports,4,315.66,3,4.1,1
CUST00834,34,Male,West,46800,42.1,Home & Living,10,389.06,63,4.3,0
CUST00835,33,Female,North,51400,48.9,Beauty,9,334.96,64,3.9,0
CUST00836,70,Male,Central,83500,56.5,Beauty,9,318.2,62,4.0,0
CUST00837,39,Female,East,44500,22.3,Sports,6,372.07,6,2.6,0
CUST00838,26,Male,South,40800,33.0,Groceries,7,177.4,19,2.4,0
CUST00839,30,Female,East,47600,53.6,Home & Living,13,572.25,18,4.1,0
CUST00840,49,Female,North,72800,59.1,Electronics,8,768.24,43,3.8,0
CUST00841,36,Male,West,54900,25.2,Fashion,3,432.66,3,3.5,0
CUST00842,18,Female,East,40400,43.2,Groceries,3,305.41,72,2.8,0
CUST00843,46,Male,North,57900,16.3,Home & Living,1,280.82,38,3.4,0
CUST00844,27,Other,North,53600,44.6,Beauty,10,367.66,68,3.2,0
CUST00845,57,Male,North,70100,66.6,Home & Living,15,672.21,44,4.3,0
CUST00846,48,Male,North,51100,23.8,Fashion,7,242.13,63,4.8,0
CUST00847,30,Male,East,56100,34.6,Sports,1,399.29,42,5.0,0
CUST00848,50,Other,Central,66800,53.4,Fashion,12,590.64,64,3.7,0
CUST00849,36,Female,North,44600,16.8,Electronics,1,362.27,54,3.0,0
CUST00850,45,Female,North,51900,29.1,Electronics,8,597.67,71,4.0,0
CUST00851,41,Male,East,55500,47.5,Fashion,7,363.64,37,3.1,0
CUST00852,25,Female,West,43400,30.8,Groceries,7,61.79,4,3.4,0
CUST00853,27,Male,South,42700,34.4,Groceries,2,165.84,2,2.0,0
CUST00854,47,Female,South,60800,50.5,Beauty,12,365.76,44,2.4,0
CUST00855,31,Male,East,59600,51.5,Electronics,4,684.53,67,4.0,0
CUST00856,30,Male,South,53100,45.9,Beauty,6,372.72,68,4.7,0
CUST00857,24,Male,North,40100,32.6,Electronics,2,507.57,62,3.3,0
CUST00858,40,Female,West,60500,48.3,Fashion,3,540.83,1,4.0,0
CUST00859,60,Female,West,59700,34.8,Groceries,6,185.09,17,3.6,0
CUST00860,22,Male,East,40300,43.0,Groceries,13,207.05,16,4.6,0
CUST00861,35,Female,West,64000,41.8,Fashion,15,447.98,9,2.7,0
CUST00862,52,Male,West,60200,37.2,Beauty,6,440.86,53,2.7,0
CUST00863,34,Female,North,39300,20.8,Beauty,7,146.9,59,4.4,0
CUST00864,40,Male,South,46100,34.4,Home & Living,6,520.97,9,3.6,0
CUST00865,22,Male,North,26900,19.4,Electronics,5,304.62,12,3.5,0
CUST00866,40,Female,North,44900,20.7,Beauty,2,130.7,41,2.8,0
CUST00867,33,Male,West,42700,38.2,Fashion,7,446.45,15,4.1,0
CUST00868,47,Male,Central,45300,34.4,Beauty,7,268.1,66,3.5,0
CUST00869,49,Female,Central,59800,49.6,Groceries,7,274.83,11,3.5,0
CUST00870,66,Female,West,82200,43.1,Electronics,7,889.14,8,3.2,0
CUST00871,42,Male,North,45500,38.6,Sports,6,364.4,55,4.2,0
CUST00872,39,Male,North,64800,53.5,Home & Living,11,545.15,6,2.4,0
CUST00873,37,Female,West,54000,46.1,Electronics,4,713.93,53,4.5,0
CUST00874,31,Male,East,53600,32.7,Groceries,5,175.92,20,3.9,0
CUST00875,39,Male,West,45200,36.4,Groceries,12,207.99,39,3.7,0
CUST00876,31,Male,West,52000,46.0,Groceries,11,71.38,72,5.0,0
CUST00877,37,Female,West,39600,31.9,Groceries,9,173.01,34,3.7,0
CUST00878,51,Female,Central,69400,20.5,Fashion,3,361.75,57,4.7,0
CUST00879,23,Male,North,39100,38.3,Home & Living,7,479.91,19,3.6,0
CUST00880,49,Male,West,64600,69.8,Sports,15,588.95,71,4.9,0
CUST00881,51,Male,Central,50800,29.6,Groceries,10,178.15,31,2.3,0
CUST00882,34,Female,South,38800,23.6,Groceries,1,156.34,40,3.7,0
CUST00883,18,Male,West,38700,42.4,Beauty,3,206.4,14,2.4,0
CUST00884,28,Male,South,33300,34.8,Home & Living,10,432.63,37,3.8,0
CUST00885,51,Female,Central,65500,57.4,Electronics,9,924.41,44,4.4,0
CUST00886,35,Male,North,35400,14.8,Home & Living,1,268.09,9,3.9,0
CUST00887,23,Female,East,45200,49.0,Home & Living,4,559.34,58,4.5,0
CUST00888,29,Male,North,31600,36.7,Sports,4,246.39,20,3.1,1
CUST00889,45,Male,West,61200,40.8,Home & Living,3,451.57,50,3.3,0
CUST00890,42,Male,North,59300,46.4,Sports,14,434.54,20,1.6,0
CUST00891,32,Female,South,38900,45.5,Groceries,8,199.45,36,3.7,0
CUST00892,31,Female,East,49600,50.6,Groceries,8,181.82,27,4.4,0
CUST00893,30,Female,Central,45800,24.4,Fashion,6,346.51,72,4.3,0
CUST00894,24,Male,North,33600,42.4,Sports,10,330.86,32,3.5,0
CUST00895,54,Female,North,54800,34.6,Sports,9,304.62,1,3.3,0
CUST00896,31,Male,West,26700,26.7,Electronics,8,381.43,17,3.1,0
CUST00897,50,Male,East,63600,43.1,Beauty,5,400.15,9,3.5,0
CUST00898,53,Female,Central,49000,30.3,Home & Living,4,398.2,45,3.5,0
CUST00899,47,Male,North,58800,54.6,Electronics,11,812.39,66,3.6,0
CUST00900,30,Male,West,41100,34.2,Sports,4,235.0,32,3.5,0
CUST00901,40,Male,South,58100,28.9,Electronics,5,594.13,45,3.8,0
CUST00902,35,Male,North,45000,31.2,Fashion,6,271.93,9,4.8,0
CUST00903,24,Male,West,35400,35.9,Beauty,8,167.06,30,2.9,1
CUST00904,39,Female,East,57700,57.2,Sports,4,433.18,38,3.6,0
CUST00905,21,Male,West,38900,44.2,Sports,10,284.72,60,3.8,0
CUST00906,49,Female,South,62500,31.7,Home & Living,5,426.89,1,2.9,0
CUST00907,29,Female,East,46900,69.0,Beauty,14,369.07,5,3.7,0
CUST00908,37,Male,South,35600,32.5,Fashion,8,357.02,63,5.0,0
CUST00909,38,Male,Central,57100,57.7,Groceries,14,216.1,36,3.4,0
CUST00910,32,Male,South,50700,38.7,Electronics,11,489.41,65,4.6,0
CUST00911,42,Female,South,44500,39.5,Home & Living,11,481.08,24,2.0,0
CUST00912,29,Male,South,40500,45.2,Sports,12,301.61,4,2.9,0
CUST00913,45,Female,East,55900,53.8,Groceries,10,221.26,68,5.0,0
CUST00914,19,Male,South,32900,46.6,Fashion,8,386.84,25,3.5,0
CUST00915,37,Female,Central,52500,50.3,Beauty,11,348.98,7,3.7,0
CUST00916,58,Male,South,80200,46.0,Electronics,10,888.05,13,3.1,0
CUST00917,23,Male,Central,47300,34.7,Home & Living,5,430.67,68,4.4,0
CUST00918,27,Female,North,29100,32.7,Sports,7,202.06,43,5.0,0
CUST00919,41,Female,West,58400,53.3,Sports,9,588.17,57,3.2,0
CUST00920,37,Male,Central,61400,42.8,Groceries,5,224.34,36,5.0,0
CUST00921,39,Female,North,54600,53.3,Groceries,13,212.29,14,2.1,0
CUST00922,41,Female,Central,62700,62.3,Electronics,11,877.77,72,4.1,0
CUST00923,43,Female,East,72700,39.4,Beauty,13,379.99,27,2.9,0
CUST00924,48,Female,Central,68000,35.7,Fashion,1,488.09,37,3.5,0
CUST00925,40,Male,West,54200,38.2,Beauty,5,451.32,71,3.5,0
CUST00926,32,Male,South,54600,46.6,Beauty,8,314.79,25,2.8,0
CUST00927,43,Male,North,55900,33.6,Beauty,9,272.71,67,3.1,0
CUST00928,58,Female,South,67500,58.1,Electronics,11,829.43,4,4.0,0
CUST00929,33,Female,North,42900,40.4,Electronics,8,610.34,16,3.3,0
CUST00930,23,Male,North,51600,44.7,Fashion,4,343.16,19,3.0,1
CUST00931,48,Male,North,51400,18.1,Beauty,1,107.36,29,3.7,0
CUST00932,34,Female,East,60700,30.2,Electronics,6,556.2,51,2.8,0
CUST00933,18,Other,West,37800,40.7,Fashion,3,256.32,18,3.6,0
CUST00934,45,Female,North,43700,6.0,Sports,1,174.51,58,3.8,0
CUST00935,29,Male,North,46000,50.8,Fashion,10,467.25,44,3.8,0
CUST00936,34,Male,West,28000,23.7,Beauty,1,115.79,16,3.7,0
CUST00937,39,Male,North,56800,80.8,Home & Living,18,594.26,65,5.0,0
CUST00938,37,Female,North,57400,70.6,Beauty,15,425.06,2,3.5,0
CUST00939,44,Male,North,50100,33.7,Home & Living,1,462.08,56,3.8,0
CUST00940,30,Female,Central,44600,36.1,Fashion,3,261.32,28,2.6,0
CUST00941,41,Male,Central,70400,61.6,Sports,3,589.53,65,2.3,0
CUST00942,32,Female,South,40600,54.6,Sports,7,440.76,5,3.4,0
CUST00943,44,Female,West,45900,13.6,Electronics,5,442.4,22,2.5,1
CUST00944,42,Female,East,67000,25.7,Sports,3,449.05,13,1.4,0
CUST00945,24,Male,West,56100,39.2,Groceries,8,326.64,65,3.8,0
CUST00946,48,Male,West,58800,46.9,Fashion,3,454.03,16,3.6,1
CUST00947,29,Male,West,51800,48.2,Electronics,10,662.0,64,4.8,0
CUST00948,45,Female,South,68300,59.8,Sports,8,499.37,32,4.5,0
CUST00949,39,Female,North,44500,19.8,Fashion,3,287.39,51,4.6,0
CUST00950,57,Female,East,62100,11.1,Beauty,2,327.99,58,4.7,0
CUST00951,32,Female,Central,56300,54.3,Sports,5,372.56,46,2.7,0
CUST00952,31,Female,East,59500,36.4,Home & Living,3,417.39,52,3.8,0
CUST00953,35,Male,Central,52800,16.5,Fashion,6,391.18,63,4.5,0
CUST00954,31,Female,Central,36400,33.6,Electronics,7,519.95,60,4.1,0
CUST00955,45,Male,North,74100,60.1,Beauty,13,417.27,65,4.0,0
CUST00956,18,Male,West,28500,30.0,Groceries,6,171.26,55,3.9,0
CUST00957,22,Female,West,33700,27.9,Beauty,5,222.06,57,4.1,0
CUST00958,22,Male,Central,39800,35.3,Sports,1,397.48,71,4.1,0
CUST00959,46,Male,Central,71100,43.9,Home & Living,7,567.01,26,3.0,0
CUST00960,56,Female,West,73300,30.0,Beauty,5,396.9,12,2.0,0
CUST00961,34,Male,South,50600,31.1,Groceries,11,325.03,71,4.0,0
CUST00962,33,Female,West,50200,46.1,Electronics,10,666.96,46,4.0,0
CUST00963,36,Male,North,49000,41.9,Fashion,12,412.14,47,3.9,0
CUST00964,49,Male,West,64700,45.3,Home & Living,9,582.22,38,4.6,0
CUST00965,24,Male,Central,15600,9.4,Groceries,1,29.02,21,4.2,0
CUST00966,38,Male,South,47600,34.3,Sports,6,477.74,14,3.4,0
CUST00967,47,Female,West,60100,15.0,Sports,3,314.2,2,3.1,1
CUST00968,41,Male,East,42500,34.4,Sports,3,298.1,72,4.6,0
CUST00969,37,Female,East,52900,57.3,Home & Living,8,492.57,70,4.6,0
CUST00970,47,Female,South,56100,20.9,Beauty,3,315.58,33,3.3,0
CUST00971,18,Female,West,49100,37.4,Home & Living,11,476.21,6,3.8,0
CUST00972,43,Female,Central,68700,51.8,Sports,2,462.52,37,3.6,0
CUST00973,27,Female,Central,36800,48.6,Groceries,12,210.25,14,3.2,0
CUST00974,18,Male,North,31900,28.3,Fashion,2,180.59,37,4.0,0
CUST00975,41,Male,Central,52200,30.0,Fashion,1,379.38,8,3.1,0
CUST00976,51,Male,West,57300,14.3,Home & Living,6,374.28,13,3.4,0
CUST00977,33,Female,South,47800,39.6,Sports,9,459.96,40,4.0,0
CUST00978,46,Male,North,50300,59.8,Electronics,14,677.53,58,4.8,0
CUST00979,54,Female,South,53700,38.0,Home & Living,9,372.58,18,4.0,0
CUST00980,51,Female,Central,67000,43.8,Sports,13,398.23,57,4.2,0
CUST00981,55,Male,West,70400,48.6,Beauty,10,308.38,38,1.6,1
CUST00982,44,Female,West,48200,34.6,Fashion,5,452.13,32,3.9,0
CUST00983,36,Male,South,56700,33.1,Fashion,7,495.32,66,4.5,0
CUST00984,18,Male,West,27600,40.8,Fashion,11,329.15,25,4.0,0
CUST00985,32,Female,North,47500,41.2,Electronics,5,654.14,58,3.4,0
CUST00986,25,Female,South,46600,40.6,Sports,5,364.96,33,1.9,0
CUST00987,61,Female,West,69500,30.4,Sports,4,399.97,66,4.8,0
CUST00988,33,Male,North,50100,55.4,Sports,3,413.1,30,2.6,0
CUST00989,36,Male,Central,44000,42.9,Sports,8,337.56,34,4.6,0
CUST00990,42,Female,South,51900,31.1,Electronics,1,448.28,69,3.7,0
CUST00991,36,Female,West,46700,48.6,Groceries,8,211.32,48,3.0,0
CUST00992,55,Female,South,58000,31.0,Home & Living,8,432.22,40,4.1,0
CUST00993,28,Male,East,40200,25.9,Home & Living,3,368.22,51,4.4,0
CUST00994,37,Female,North,35500,20.1,Sports,8,232.03,13,3.7,0
CUST00995,26,Male,North,35700,12.0,Beauty,1,144.8,31,3.9,0
CUST00996,19,Male,Central,31600,38.8,Fashion,10,266.02,39,3.1,0
CUST00997,28,Female,South,39500,12.9,Electronics,4,343.82,63,2.8,0
CUST00998,35,Male,West,45600,21.5,Beauty,1,262.45,48,3.5,0
CUST00999,30,Female,Central,42900,11.4,Beauty,10,106.98,48,2.8,0
CUST01000,27,Male,North,45300,37.8,Sports,6,345.21,61,4.4,0
